Cycle;Classe;Matière;Chapitre;Sous-chapitre (Titre);Type;Nombre de questions;Lien (href)
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Additionner des fractions;Cours;;/cours/additionner-des-fractions-z5m2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Lire et écrire les nombres entiers jusqu'au milliard;Quiz;5;/test/lire-et-ecrire-les-nombres-entiers-jusqu-au-milliard?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Comparer, ranger, encadrer les grands nombres;Quiz;5;/test/comparer-ranger-encadrer-les-grands-nombres?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Les fractions;Quiz;5;/test/les-fractions?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Manipuler les fractions décimales;Quiz;5;/test/manipuler-les-fractions-decimales?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;L'écriture décimale;Quiz;10;/test/l-ecriture-decimale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Les fractions décimales;Quiz;5;/test/les-fractions-decimales-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Les fractions et les nombres décimaux;Quiz;5;/test/les-fractions-et-les-nombres-decimaux?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Lire et écrire un nombre décimal;Quiz;5;/test/lire-et-ecrire-un-nombre-decimal?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Les nombres décimaux : les unités et les centièmes;Quiz;10;/test/les-nombres-decimaux-les-unites-et-les-centiemes?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Réviser l'écriture décimale positionnelle;Quiz;10;/test/reviser-l-ecriture-decimale-positionnelle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Comparer des nombres décimaux;Quiz;5;/test/comparer-des-nombres-decimaux?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Connaître la valeur des chiffres dans la partie décimale;Quiz;10;/test/connaitre-la-valeur-des-chiffres-dans-la-partie-decimale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Nombres décimaux et fractions;Quiz;10;/test/nombres-decimaux-et-fractions-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Multiplier et diviser par 10, 100, 1 000;Quiz;5;/test/multiplier-et-diviser-par-10-100-1-000?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Diviser par 2, 3, 5 ou 9;Quiz;5;/test/diviser-par-2-3-5-ou-9?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Addionner et soustraire des nombres entiers;Quiz;5;/test/addionner-et-soustraire-des-nombres-entiers?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Additionner et soustraire des nombres décimaux;Quiz;5;/test/additionner-et-soustraire-des-nombres-decimaux?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Les multiples et les diviseurs;Quiz;5;/test/les-multiples-et-les-diviseurs?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Multiplication d'un nombre décimal par un nombre entier;Quiz;5;/test/multiplication-d-un-nombre-decimal-par-un-nombre-entier-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;La multiplication posée;Quiz;5;/test/la-multiplication-posee-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;La division posée;Quiz;5;/test/la-division-posee?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Le sens de la division;Quiz;5;/test/le-sens-de-la-division?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;La division et les nombres décimaux;Quiz;5;/test/la-division-et-les-nombres-decimaux?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;La division décimale de deux entiers;Quiz;5;/test/la-division-decimale-de-deux-entiers?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Revoir les fractions;Quiz;9;/test/revoir-les-fractions?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Nombres et calculs;Les opérations avec des fractions;Quiz;5;/test/les-operations-avec-des-fractions?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cnombres-et-calculs
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Longueur et périmètre;Cours;;/cours/longueur-et-perimetre-0yco?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Le périmètre d’un polygone;Cours;;/cours/le-perimetre-d-un-polygone-22en?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Le périmètre d’un carré ou d’un rectangle;Cours;;/cours/le-perimetre-du-carre-et-du-rectangle-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;La différence entre aire et périmètre;Cours;;/cours/la-difference-entre-aire-et-perimetre-j7sk?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Calculer l’aire d’un carré ou d’un rectangle;Cours;;/cours/l-aire-d-un-carre-et-d-un-rectangle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Construire une figure à partir d'une aire;Cours;;/cours/construire-une-figure-a-partir-d-une-aire-gvwa?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Les durées;Cours;;/cours/les-durees-ox5d?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Le volume et la contenance;Cours;;/cours/le-volume-et-la-contenance?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Choisir la bonne unité de mesure;Cours;;/cours/choisir-la-bonne-unite-de-mesure-ivtu?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Convertir des unités de mesure;Cours;;/cours/convertir-des-unites-de-mesure-reji?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Lire un tableau, des diagrammes ou des graphiques;Cours;;/cours/lire-un-tableau-des-diagrammes-ou-des-graphiques-03xf?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;La proportionnalité;Cours;;/cours/la-proportionnalite-i30o?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Calculer le périmètre d'un polygone;Quiz;5;/test/calculer-le-perimetre-d-un-polygone?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Le périmètre du carré et du rectangle;Quiz;5;/test/le-perimetre-du-carre-et-du-rectangle-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;L'aire d'un carré et d'un rectangle;Quiz;5;/test/l-aire-d-un-carre-et-d-un-rectangle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Le volume et la contenance;Quiz;5;/test/le-volume-et-la-contenance?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Utiliser les unités de mesure;Quiz;5;/test/utiliser-les-unites-de-mesure?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Convertir les unités;Quiz;11;/test/convertir-les-unites?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Connaître et réviser les unités de mesure;Quiz;11;/test/connaitre-et-reviser-les-unites-de-mesure?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Connaître les unités de mesure et les relations qui les lient;Quiz;10;/test/connaitre-les-unites-de-mesure-et-les-relations-qui-les-lient?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Les cartes, les tableaux et les graphiques;Quiz;5;/test/les-cartes-les-tableaux-et-les-graphiques?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Tout savoir sur la proportionnalité;Quiz;10;/test/tout-savoir-sur-la-proportionnalite?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Grandeurs et mesures;Les situations de proportionnalité;Quiz;5;/test/les-situations-de-proportionnalite-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cgrandeurs-et-mesures
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Se repérer dans l’espace;Cours;;/cours/se-reperer-dans-l-espace-ulvc?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Se déplacer dans l’espace;Cours;;/cours/se-deplacer-dans-l-espace-fqfr?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Les angles;Cours;;/cours/les-angles-tg7z?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Les figures géométriques simples;Cours;;/cours/les-figures-geometriques-simples-9p85?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Les solides;Cours;;/cours/les-solides?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Les patrons des solides;Cours;;/cours/les-patrons-des-solides-0tym?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;La perpendicularité et le parallélisme;Cours;;/cours/la-perpendicularite-et-le-parallelisme-b9gq?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;La symétrie axiale;Cours;;/cours/la-symetrie-axiale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Le vocabulaire de la géométrie;Quiz;5;/test/le-vocabulaire-de-la-geometrie-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Le cercle;Quiz;5;/test/le-cercle-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;Les solides;Quiz;5;/test/les-solides?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Espace et géométrie;La symétrie axiale;Quiz;5;/test/la-symetrie-axiale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cespace-et-geometrie
Primaire;CM2;MATHÉMATIQUES;Problèmes;Problèmes avec addition et soustraction;Cours;;/cours/problemes-avec-addition-et-soustraction-cisv?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Problèmes avec multiplication et division;Cours;;/cours/problemes-avec-multiplication-et-division-y4df?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Les problèmes avec les durées;Cours;;/cours/les-problemes-sur-les-durees?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Problèmes avec des grandeurs;Cours;;/cours/problemes-avec-des-grandeurs-9n65?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Problèmes de proportionnalité;Cours;;/cours/problemes-de-proportionnalite-nnih?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Problèmes de représentation de l’espace;Cours;;/cours/problemes-de-representation-de-l-espace-4xro?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Problèmes géométriques avec des figures simples;Cours;;/cours/problemes-geometriques-avec-des-figures-simples-tnio?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Résoudre des problèmes avec des nombres entiers;Quiz;5;/test/resoudre-des-problemes-avec-des-nombres-entiers?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Résoudre des problèmes portant sur la multiplication;Quiz;10;/test/resoudre-des-problemes-portant-sur-la-multiplication?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Réviser les multiplications avec des problèmes;Quiz;10;/test/reviser-les-multiplications-avec-des-problemes?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Les problèmes relevant des quatre opérations;Quiz;5;/test/les-problemes-relevant-des-quatre-operations?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Les problèmes sur les durées;Quiz;5;/test/les-problemes-sur-les-durees?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Revoir les proportionnalités avec des problèmes;Quiz;10;/test/revoir-les-proportionnalites-avec-des-problemes?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Réviser les proportionnalités avec des problèmes;Quiz;10;/test/reviser-les-proportionnalites-avec-des-problemes-1?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;MATHÉMATIQUES;Problèmes;Réviser les proportionnalités avec des problèmes;Quiz;10;/test/reviser-les-proportionnalites-avec-des-problemes-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Cmathematiques%2Cproblemes
Primaire;CM2;HISTOIRE;Le temps de la République;1892 : la République fête ses 100 ans;Cours;;/cours/1892-la-republique-fete-ses-100-ans?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;L'école primaire au temps de Jules Ferry;Cours;;/cours/l-ecole-primaire-au-temps-de-jules-ferry?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;Des républiques, une démocratie : des libertés, des droits et des devoirs;Cours;;/cours/des-republiques-une-democratie-des-libertes-des-droits-et-des-devoirs-i2lw?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;1892 : la République;Quiz;5;/test/1892-la-republique?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;1892 : la République fête ses 100 ans;Quiz;5;/test/1892-la-republique-fete-ses-100-ans?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;Jules Ferry;Quiz;5;/test/jules-ferry?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;L'école primaire au temps de Jules Ferry;Quiz;5;/test/l-ecole-primaire-au-temps-de-jules-ferry?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;Le temps de la République;Les institutions républicaines;Quiz;5;/test/les-institutions-republicaines?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Ctemps-de-la-republique
Primaire;CM2;HISTOIRE;L'âge industriel en France;Énergies et machines;Cours;;/cours/energies-et-machines-l5co?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Le travail à la mine, à l'usine, à l'atelier, au grand magasin;Cours;;/cours/le-travail-a-la-mine-a-l-usine-a-l-atelier-au-grand-magasin?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;La ville industrielle;Cours;;/cours/la-ville-industrielle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Le monde rural au XIXe siècle;Cours;;/cours/le-monde-rural-au-dix-neuvieme-siecle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Des ressources énergétiques limitées;Quiz;5;/test/des-ressources-energetiques-limitees?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Le travail à la mine, à l'usine, à l'atelier, au grand magasin;Quiz;5;/test/le-travail-a-la-mine-a-l-usine-a-l-atelier-au-grand-magasin?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;La ville industrielle;Quiz;5;/test/la-ville-industrielle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Le travail et l'industrie;Quiz;5;/test/le-travail-et-l-industrie?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;La ville et l'industrie;Quiz;5;/test/la-ville-et-l-industrie?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Les changements dans le monde rural au XIXe siècle;Quiz;5;/test/les-changements-dans-le-monde-rural-au-dix-neuvieme-siecle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;L'âge industriel en France;Le monde rural au XIXe siècle;Quiz;5;/test/le-monde-rural-au-dix-neuvieme-siecle?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cage-industriel-en-france
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La Première Guerre mondiale (1914-1918);Cours;;/cours/la-premiere-guerre-mondiale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La Seconde Guerre mondiale (1939-1945);Cours;;/cours/la-seconde-guerre-mondiale-1?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La construction européenne;Cours;;/cours/la-construction-europeenne-1?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La Première Guerre mondiale;Quiz;5;/test/la-premiere-guerre-mondiale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La Grande Guerre;Quiz;5;/test/la-grande-guerre?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La France de 1939 à 1945;Quiz;5;/test/la-france-de-1939-a-1945?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La Seconde Guerre mondiale;Quiz;5;/test/la-seconde-guerre-mondiale?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;La construction européenne;Quiz;5;/test/la-construction-europeenne?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;L'Union européenne;Quiz;5;/test/l-union-europeenne-2?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;L'Union européenne;Quiz;5;/test/l-union-europeenne-1?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;Union européenne et ses symboles;Quiz;5;/test/union-europeenne-et-ses-symboles?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
Primaire;CM2;HISTOIRE;La France, des guerres mondiales à l'Union européenne;Caractéristiques de l'Union européenne;Quiz;5;/test/caracteristiques-de-l-union-europeenne?srcpath=%2Cfr%2Cprimaire%2Ccm2%2Chistoire%2Cfrance-guerres-mondiales-a-l-union-europeenne
